Year,Category,Full Name,Movie,Win
2000,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Mel Gibson,What Women Want,FALSE
2000,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jim Carrey,Dr. Seuss' How The Grinch Stole Christmas!,FALSE
2000,Best Performance by an Actor in a Motion Picture - Musical or Comedy,John Cusack,High Fidelity,FALSE
2000,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Robert De Niro,Meet The Parents,FALSE
2000,Best Performance by an Actor in a Supporting Role in any Motion Picture,Benicio del Toro,Traffic,TRUE
2000,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jeff Bridges,"Contender, The",FALSE
2000,Best Performance by an Actor in a Supporting Role in any Motion Picture,Willem Dafoe,Shadow of the Vampire,FALSE
2000,Best Performance by an Actor in a Supporting Role in any Motion Picture,Albert Finney,Erin Brockovich,FALSE
2000,Best Performance by an Actor in a Supporting Role in any Motion Picture,Joaquin Phoenix,Gladiator,FALSE
2000,Best Performance by an Actress in a Motion Picture - Drama,Julia Roberts,Erin Brockovich,TRUE
2000,Best Performance by an Actress in a Motion Picture - Drama,Laura Linney,You Can Count On Me,FALSE
2000,Best Performance by an Actress in a Motion Picture - Drama,Joan Allen,"Contender, The",FALSE
2000,Best Performance by an Actress in a Motion Picture - Drama,Björk,Dancer In The Dark,FALSE
2000,Best Performance by an Actress in a Motion Picture - Drama,Ellen Burstyn,Requiem For a Dream,FALSE
2000,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Renée Zellweger,Nurse Betty,TRUE
2000,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Juliette Binoche,Chocolat,FALSE
2000,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Brenda Blethyn,Saving Grace,FALSE
2000,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Sandra Bullock,Miss Congeniality,FALSE
2000,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Tracey Ullman,Small Time Crooks,FALSE
2000,Best Performance by an Actress in a Supporting Role in any Motion Picture,Kate Hudson,Almost Famous,TRUE
2000,Best Performance by an Actress in a Supporting Role in any Motion Picture,Judi Dench,Chocolat,FALSE
2000,Best Performance by an Actress in a Supporting Role in any Motion Picture,Frances McDormand,Almost Famous,FALSE
2000,Best Performance by an Actress in a Supporting Role in any Motion Picture,Julie Walters,Billy Elliot,FALSE
2000,Best Performance by an Actress in a Supporting Role in any Motion Picture,Catherine Zeta-Jones,Traffic,FALSE
2001,Best Director - Motion Picture,Robert Altman,Gosford Park,TRUE
2001,Best Director - Motion Picture,Ron Howard,A Beautiful Mind,FALSE
2001,Best Director - Motion Picture,Peter Jackson,The Lord of the Rings: The Fellowship of the Ring,FALSE
2001,Best Director - Motion Picture,Baz Luhrmann,Moulin Rouge!,FALSE
2001,Best Director - Motion Picture,David Lynch,Mulholland Drive,FALSE
2001,Best Director - Motion Picture,Steven Spielberg,A. I.: Artificial Intelligence,FALSE
2001,Best Motion Picture - Drama,Ron Howard,A Beautiful Mind,TRUE
2001,Best Motion Picture - Drama,Todd Field,In the Bedroom,FALSE
2001,Best Motion Picture - Drama,Peter Jackson,The Lord of the Rings: The Fellowship of the Ring,FALSE
2001,Best Motion Picture - Drama,Joel Coen,"Man Who Wasn't There, The",FALSE
2001,Best Motion Picture - Drama,David Lynch,Mulholland Drive,FALSE
2001,Best Motion Picture - Musical or Comedy,Baz Luhrmann,Moulin Rouge!,TRUE
2001,Best Motion Picture - Musical or Comedy,Sharon Maguire,Bridget Jones's Diary,FALSE
2001,Best Motion Picture - Musical or Comedy,Robert Altman,Gosford Park,FALSE
2001,Best Motion Picture - Musical or Comedy,Robert Luketic,Legally Blonde,FALSE
2001,Best Motion Picture - Musical or Comedy,Andrew Adamson and Vicky Jenson,Shrek,FALSE
2001,Best Performance by an Actor in a Motion Picture - Drama,Russell Crowe,A Beautiful Mind,TRUE
2001,Best Performance by an Actor in a Motion Picture - Drama,Kevin Spacey,The Shipping News,FALSE
2001,Best Performance by an Actor in a Motion Picture - Drama,Will Smith,Ali,FALSE
2001,Best Performance by an Actor in a Motion Picture - Drama,Billy Bob Thornton,"Man Who Wasn't There, The",FALSE
2001,Best Performance by an Actor in a Motion Picture - Drama,Denzel Washington,Training Day,FALSE
2001,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Gene Hackman,"Royal Tenenbaums, The",TRUE
2001,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Hugh Jackman,Kate & Leopold,FALSE
2001,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Ewan McGregor,Moulin Rouge!,FALSE
2001,Best Performance by an Actor in a Motion Picture - Musical or Comedy,John Cameron Mitchell,Hedwig and the Angry Inch,FALSE
2001,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Billy Bob Thornton,Bandits,FALSE
2001,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jim Broadbent,Iris,TRUE
2001,Best Performance by an Actor in a Supporting Role in any Motion Picture,Steve Buscemi,Ghost World,FALSE
2001,Best Performance by an Actor in a Supporting Role in any Motion Picture,Hayden Christensen,Life as a House,FALSE
2001,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ben Kingsley,Sexy Beast,FALSE
2001,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jude Law,A. I.: Artificial Intelligence,FALSE
2001,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jon Voight,Ali,FALSE
2001,Best Performance by an Actress in a Motion Picture - Drama,Sissy Spacek,In the Bedroom,TRUE
2001,Best Performance by an Actress in a Motion Picture - Drama,Tilda Swinton,"Deep End, The",FALSE
2001,Best Performance by an Actress in a Motion Picture - Drama,Halle Berry,Monster's Ball,FALSE
2001,Best Performance by an Actress in a Motion Picture - Drama,Judi Dench,Iris,FALSE
2001,Best Performance by an Actress in a Motion Picture - Drama,Nicole Kidman,"Others, The",FALSE
2001,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Nicole Kidman,Moulin Rouge!,TRUE
2001,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Renée Zellweger,Bridget Jones's Diary,FALSE
2001,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Thora Birch,Ghost World,FALSE
2001,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Cate Blanchett,Bandits,FALSE
2001,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Reese Witherspoon,Legally Blonde,FALSE
2001,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jennifer Connelly,A Beautiful Mind,TRUE
2001,Best Performance by an Actress in a Supporting Role in any Motion Picture,Kate Winslet,Iris,FALSE
2001,Best Performance by an Actress in a Supporting Role in any Motion Picture,Cameron Diaz,Vanilla Sky,FALSE
2001,Best Performance by an Actress in a Supporting Role in any Motion Picture,Helen Mirren,Gosford Park,FALSE
2001,Best Performance by an Actress in a Supporting Role in any Motion Picture,Maggie Smith,Gosford Park,FALSE
2001,Best Performance by an Actress in a Supporting Role in any Motion Picture,Marisa Tomei,In the Bedroom,FALSE
2002,Best Director - Motion Picture,Martin Scorsese,Gangs of New York,TRUE
2002,Best Director - Motion Picture,Stephen Daldry,The Hours,FALSE
2002,Best Director - Motion Picture,Peter Jackson,"Lord of the Rings: The Two Towers, The",FALSE
2002,Best Director - Motion Picture,Spike Jonze,Adaptation,FALSE
2002,Best Director - Motion Picture,Rob Marshall,Chicago,FALSE
2002,Best Director - Motion Picture,Alexander Payne,About Schmidt,FALSE
2002,Best Motion Picture - Drama,Stephen Daldry,The Hours,TRUE
2002,Best Motion Picture - Drama,Alexander Payne,About Schmidt,FALSE
2002,Best Motion Picture - Drama,Martin Scorsese,Gangs of New York,FALSE
2002,Best Motion Picture - Drama,Peter Jackson,"Lord of the Rings: The Two Towers, The",FALSE
2002,Best Motion Picture - Drama,Roman Polanski,"Pianist, The",FALSE
2002,Best Motion Picture - Musical or Comedy,Rob Marshall,Chicago,TRUE
2002,Best Motion Picture - Musical or Comedy,Paul Weitz and  Chris Weitz,About a Boy,FALSE
2002,Best Motion Picture - Musical or Comedy,Spike Jonze,Adaptation,FALSE
2002,Best Motion Picture - Musical or Comedy,Joel Zwick,My Big Fat Greek Wedding,FALSE
2002,Best Motion Picture - Musical or Comedy,Douglas McGrath,Nicholas Nickleby,FALSE
2002,Best Performance by an Actor in a Motion Picture - Drama,Jack Nicholson,About Schmidt,TRUE
2002,Best Performance by an Actor in a Motion Picture - Drama,Leonardo DiCaprio,Catch Me If You Can,FALSE
2002,Best Performance by an Actor in a Motion Picture - Drama,Adrien Brody,"Pianist, The",FALSE
2002,Best Performance by an Actor in a Motion Picture - Drama,Michael Caine,"Quiet American, The",FALSE
2002,Best Performance by an Actor in a Motion Picture - Drama,Daniel Day-Lewis,Gangs of New York,FALSE
2002,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Richard Gere,Chicago,TRUE
2002,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Adam Sandler,Punch-Drunk Love,FALSE
2002,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Nicolas Cage,Adaptation,FALSE
2002,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Kieran Culkin,Igby Goes Down,FALSE
2002,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Hugh Grant,About a Boy,FALSE
2002,Best Performance by an Actor in a Supporting Role in any Motion Picture,Chris Cooper,Adaptation,TRUE
2002,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ed Harris,The Hours,FALSE
2002,Best Performance by an Actor in a Supporting Role in any Motion Picture,Paul Newman,Road to Perdition,FALSE
2002,Best Performance by an Actor in a Supporting Role in any Motion Picture,Dennis Quaid,Far From Heaven,FALSE
2002,Best Performance by an Actor in a Supporting Role in any Motion Picture,John C. Reilly,Chicago,FALSE
2002,Best Performance by an Actress in a Motion Picture - Drama,Nicole Kidman,The Hours,TRUE
2002,Best Performance by an Actress in a Motion Picture - Drama,Salma Hayek,Frida,FALSE
2002,Best Performance by an Actress in a Motion Picture - Drama,Diane Lane,Unfaithful,FALSE
2002,Best Performance by an Actress in a Motion Picture - Drama,Julianne Moore,Far From Heaven,FALSE
2002,Best Performance by an Actress in a Motion Picture - Drama,Meryl Streep,The Hours,FALSE
2002,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Renée Zellweger,Chicago,TRUE
2002,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Maggie Gyllenhaal,Secretary,FALSE
2002,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Goldie Hawn,"Banger Sisters, The",FALSE
2002,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Nia Vardalos,My Big Fat Greek Wedding,FALSE
2002,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Catherine Zeta-Jones,Chicago,FALSE
2002,Best Performance by an Actress in a Supporting Role in any Motion Picture,Meryl Streep,Adaptation,TRUE
2002,Best Performance by an Actress in a Supporting Role in any Motion Picture,Kathy Bates,About Schmidt,FALSE
2002,Best Performance by an Actress in a Supporting Role in any Motion Picture,Cameron Diaz,Gangs of New York,FALSE
2002,Best Performance by an Actress in a Supporting Role in any Motion Picture,Queen Latifah,Chicago,FALSE
2002,Best Performance by an Actress in a Supporting Role in any Motion Picture,Susan Sarandon,Igby Goes Down,FALSE
2003,Best Director - Motion Picture,Peter Jackson,The Lord of the Rings: The Return of the King,TRUE
2003,Best Director - Motion Picture,Sofia Coppola,Lost in Translation,FALSE
2003,Best Director - Motion Picture,Clint Eastwood,Mystic River,FALSE
2003,Best Director - Motion Picture,Anthony Minghella,Cold Mountain,FALSE
2003,Best Director - Motion Picture,Peter Weir,Master and Commander: The Far Side of the World,FALSE
2003,Best Motion Picture - Drama,Peter Jackson,The Lord of the Rings: The Return of the King,TRUE
2003,Best Motion Picture - Drama,Anthony Minghella,Cold Mountain,FALSE
2003,Best Motion Picture - Drama,Peter Weir,Master and Commander: The Far Side of the World,FALSE
2003,Best Motion Picture - Drama,Clint Eastwood,Mystic River,FALSE
2003,Best Motion Picture - Drama,Gary Ross,Seabiscuit,FALSE
2003,Best Motion Picture - Musical or Comedy,Sofia Coppola,Lost in Translation,TRUE
2003,Best Motion Picture - Musical or Comedy,Gurinder Chadha,Bend It Like Beckham,FALSE
2003,Best Motion Picture - Musical or Comedy,Tim Burton,Big Fish,FALSE
2003,Best Motion Picture - Musical or Comedy,Andrew Stanton,Finding Nemo,FALSE
2003,Best Motion Picture - Musical or Comedy,Richard Curtis,Love Actually,FALSE
2003,Best Performance by an Actor in a Motion Picture - Drama,Sean Penn,Mystic River,TRUE
2003,Best Performance by an Actor in a Motion Picture - Drama,Russell Crowe,Master and Commander: The Far Side of the World,FALSE
2003,Best Performance by an Actor in a Motion Picture - Drama,Tom Cruise,The Last Samurai,FALSE
2003,Best Performance by an Actor in a Motion Picture - Drama,Ben Kingsley,House of Sand and Fog,FALSE
2003,Best Performance by an Actor in a Motion Picture - Drama,Jude Law,Cold Mountain,FALSE
2003,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Bill Murray,Lost in Translation,TRUE
2003,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Billy Bob Thornton,Bad Santa,FALSE
2003,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jack Black,"School of Rock, The",FALSE
2003,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl,FALSE
2003,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jack Nicholson,Something's Gotta Give,FALSE
2003,Best Performance by an Actor in a Supporting Role in any Motion Picture,Tim Robbins,Mystic River,TRUE
2003,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ken Watanabe,The Last Samurai,FALSE
2003,Best Performance by an Actor in a Supporting Role in any Motion Picture,Alec Baldwin,"Cooler, The",FALSE
2003,Best Performance by an Actor in a Supporting Role in any Motion Picture,Albert Finney,Big Fish,FALSE
2003,Best Performance by an Actor in a Supporting Role in any Motion Picture,William H. Macy,Seabiscuit,FALSE
2003,Best Performance by an Actor in a Supporting Role in any Motion Picture,Peter Sarsgaard,Shattered Glass,FALSE
2003,Best Performance by an Actress in a Motion Picture - Drama,Charlize Theron,Monster,TRUE
2003,Best Performance by an Actress in a Motion Picture - Drama,Scarlett Johansson,Girl With a Pearl Earring,FALSE
2003,Best Performance by an Actress in a Motion Picture - Drama,Nicole Kidman,Cold Mountain,FALSE
2003,Best Performance by an Actress in a Motion Picture - Drama,Uma Thurman,Kill Bill (Vol. 1),FALSE
2003,Best Performance by an Actress in a Motion Picture - Drama,Evan Rachel Wood,Thirteen,FALSE
2003,Best Performance by an Actress in a Motion Picture - Drama,Cate Blanchett,Veronica Guerin,FALSE
2003,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Diane Keaton,Something's Gotta Give,TRUE
2003,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Jamie Lee Curtis,Freaky Friday (2003),FALSE
2003,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Scarlett Johansson,Lost in Translation,FALSE
2003,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Diane Lane,Under The Tuscan Sun,FALSE
2003,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Helen Mirren,Calendar Girls,FALSE
2003,Best Performance by an Actress in a Supporting Role in any Motion Picture,Renée Zellweger,Cold Mountain,TRUE
2003,Best Performance by an Actress in a Supporting Role in any Motion Picture,Patricia Clarkson,Pieces of April,FALSE
2003,Best Performance by an Actress in a Supporting Role in any Motion Picture,Hope Davis,American Splendor,FALSE
2003,Best Performance by an Actress in a Supporting Role in any Motion Picture,Holly Hunter,Thirteen,FALSE
2003,Best Performance by an Actress in a Supporting Role in any Motion Picture,Maria Bello,"Cooler, The",FALSE
2004,Best Director - Motion Picture,Clint Eastwood,Million Dollar Baby,TRUE
2004,Best Director - Motion Picture,Marc Forster,Finding Neverland,FALSE
2004,Best Director - Motion Picture,Mike Nichols,Closer,FALSE
2004,Best Director - Motion Picture,Martin Scorsese,The Aviator,FALSE
2004,Best Director - Motion Picture,Alexander Payne,Sideways,FALSE
2004,Best Motion Picture - Drama,Martin Scorsese,The Aviator,TRUE
2004,Best Motion Picture - Drama,Mike Nichols,Closer,FALSE
2004,Best Motion Picture - Drama,Marc Forster,Finding Neverland,FALSE
2004,Best Motion Picture - Drama,Terry George,Hotel Rwanda,FALSE
2004,Best Motion Picture - Drama,Bill Condon,Kinsey,FALSE
2004,Best Motion Picture - Drama,Clint Eastwood,Million Dollar Baby,FALSE
2004,Best Motion Picture - Musical or Comedy,Alexander Payne,Sideways,TRUE
2004,Best Motion Picture - Musical or Comedy,Michel Gondry,Eternal Sunshine of The Spotless Mind,FALSE
2004,Best Motion Picture - Musical or Comedy,Brad Bird,"Incredibles, The",FALSE
2004,Best Motion Picture - Musical or Comedy,Taylor Hackford,Ray,FALSE
2004,Best Motion Picture - Musical or Comedy,Joel Schumacher,The Phantom of the Opera,FALSE
2004,Best Performance by an Actor in a Motion Picture - Drama,Leonardo DiCaprio,The Aviator,TRUE
2004,Best Performance by an Actor in a Motion Picture - Drama,Javier Bardem,The Sea Inside,FALSE
2004,Best Performance by an Actor in a Motion Picture - Drama,Don Cheadle,Hotel Rwanda,FALSE
2004,Best Performance by an Actor in a Motion Picture - Drama,Johnny Depp,Finding Neverland,FALSE
2004,Best Performance by an Actor in a Motion Picture - Drama,Liam Neeson,Kinsey,FALSE
2004,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jamie Foxx,Ray,TRUE
2004,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Paul Giamatti,Sideways,FALSE
2004,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Kevin Kline,De-Lovely,FALSE
2004,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Kevin Spacey,Beyond the Sea,FALSE
2004,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jim Carrey,Eternal Sunshine of The Spotless Mind,FALSE
2004,Best Performance by an Actor in a Supporting Role in any Motion Picture,Clive Owen,Closer,TRUE
2004,Best Performance by an Actor in a Supporting Role in any Motion Picture,Thomas Haden Church,Sideways,FALSE
2004,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jamie Foxx,Collateral,FALSE
2004,Best Performance by an Actor in a Supporting Role in any Motion Picture,Morgan Freeman,Million Dollar Baby,FALSE
2004,Best Performance by an Actor in a Supporting Role in any Motion Picture,David Carradine,Kill Bill (Vol. 2),FALSE
2004,Best Performance by an Actress in a Motion Picture - Drama,Hilary Swank,Million Dollar Baby,TRUE
2004,Best Performance by an Actress in a Motion Picture - Drama,Scarlett Johansson,"Love Song For Bobby Long, A",FALSE
2004,Best Performance by an Actress in a Motion Picture - Drama,Nicole Kidman,Birth,FALSE
2004,Best Performance by an Actress in a Motion Picture - Drama,Imelda Staunton,Vera Drake,FALSE
2004,Best Performance by an Actress in a Motion Picture - Drama,Uma Thurman,Kill Bill (Vol. 2),FALSE
2004,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Annette Bening,Being Julia,TRUE
2004,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Ashley Judd,De-Lovely,FALSE
2004,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Renée Zellweger,Bridget Jones: The Edge Of Reason,FALSE
2004,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Kate Winslet,Eternal Sunshine of The Spotless Mind,FALSE
2004,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emmy Rossum,The Phantom of the Opera,FALSE
2004,Best Performance by an Actress in a Supporting Role in any Motion Picture,Natalie Portman,Closer,TRUE
2004,Best Performance by an Actress in a Supporting Role in any Motion Picture,Cate Blanchett,The Aviator,FALSE
2004,Best Performance by an Actress in a Supporting Role in any Motion Picture,Laura Linney,Kinsey,FALSE
2004,Best Performance by an Actress in a Supporting Role in any Motion Picture,Virginia Madsen,Sideways,FALSE
2004,Best Performance by an Actress in a Supporting Role in any Motion Picture,Meryl Streep,"Manchurian Candidate (2004), The",FALSE
2005,Best Director - Motion Picture,Ang Lee,Brokeback Mountain,TRUE
2005,Best Director - Motion Picture,Woody Allen,Match Point,FALSE
2005,Best Director - Motion Picture,George Clooney,"Good Night, and Good Luck",FALSE
2005,Best Director - Motion Picture,Fernando Meirelles,"Constant Gardener, The",FALSE
2005,Best Director - Motion Picture,Steven Spielberg,Munich,FALSE
2005,Best Director - Motion Picture,Peter Jackson,King Kong (2005),FALSE
2005,Best Motion Picture - Drama,Ang Lee,Brokeback Mountain,TRUE
2005,Best Motion Picture - Drama,Woody Allen,Match Point,FALSE
2005,Best Motion Picture - Drama,Fernando Meirelles,"Constant Gardener, The",FALSE
2005,Best Motion Picture - Drama,George Clooney,"Good Night, and Good Luck",FALSE
2005,Best Motion Picture - Drama,David Cronenberg,A History of Violence,FALSE
2005,Best Motion Picture - Musical or Comedy,James Mangold,Walk The Line,TRUE
2005,Best Motion Picture - Musical or Comedy,Stephen Frears,Mrs. Henderson Presents,FALSE
2005,Best Motion Picture - Musical or Comedy,Joe Wright,Pride & Prejudice,FALSE
2005,Best Motion Picture - Musical or Comedy,Mel Brooks,The Producers,FALSE
2005,Best Motion Picture - Musical or Comedy,Noah Baumbach,"Squid and the Whale, The",FALSE
2005,Best Performance by an Actor in a Motion Picture - Drama,Philip Seymour Hoffman,Capote,TRUE
2005,Best Performance by an Actor in a Motion Picture - Drama,Heath Ledger,Brokeback Mountain,FALSE
2005,Best Performance by an Actor in a Motion Picture - Drama,David Strathairn,"Good Night, and Good Luck",FALSE
2005,Best Performance by an Actor in a Motion Picture - Drama,Russell Crowe,Cinderella Man,FALSE
2005,Best Performance by an Actor in a Motion Picture - Drama,Terrence Howard,Hustle & Flow,FALSE
2005,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Joaquin Phoenix,Walk The Line,TRUE
2005,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jeff Daniels,"Squid and the Whale, The",FALSE
2005,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Johnny Depp,Charlie and the Chocolate Factory,FALSE
2005,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Nathan Lane,The Producers,FALSE
2005,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Cillian Murphy,Breakfast On Pluto,FALSE
2005,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Pierce Brosnan,"Matador, The",FALSE
2005,Best Performance by an Actor in a Supporting Role in any Motion Picture,George Clooney,Syriana,TRUE
2005,Best Performance by an Actor in a Supporting Role in any Motion Picture,Matt Dillon,Crash,FALSE
2005,Best Performance by an Actor in a Supporting Role in any Motion Picture,Will Ferrell,The Producers,FALSE
2005,Best Performance by an Actor in a Supporting Role in any Motion Picture,Paul Giamatti,Cinderella Man,FALSE
2005,Best Performance by an Actor in a Supporting Role in any Motion Picture,Bob Hoskins,Mrs. Henderson Presents,FALSE
2005,Best Performance by an Actress in a Motion Picture - Drama,Felicity Huffman,Transamerica,TRUE
2005,Best Performance by an Actress in a Motion Picture - Drama,Maria Bello,A History of Violence,FALSE
2005,Best Performance by an Actress in a Motion Picture - Drama,Gwyneth Paltrow,Proof,FALSE
2005,Best Performance by an Actress in a Motion Picture - Drama,Charlize Theron,North Country,FALSE
2005,Best Performance by an Actress in a Motion Picture - Drama,Ziyi Zhang,Memoirs of a Geisha,FALSE
2005,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Reese Witherspoon,Walk The Line,TRUE
2005,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Judi Dench,Mrs. Henderson Presents,FALSE
2005,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Keira Knightley,Pride & Prejudice,FALSE
2005,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Laura Linney,"Squid and the Whale, The",FALSE
2005,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Sarah Jessica Parker,"Family Stone, The",FALSE
2005,Best Performance by an Actress in a Supporting Role in any Motion Picture,Rachel Weisz,"Constant Gardener, The",TRUE
2005,Best Performance by an Actress in a Supporting Role in any Motion Picture,Scarlett Johansson,Match Point,FALSE
2005,Best Performance by an Actress in a Supporting Role in any Motion Picture,Shirley MacLaine,In Her Shoes,FALSE
2005,Best Performance by an Actress in a Supporting Role in any Motion Picture,Frances McDormand,North Country,FALSE
2005,Best Performance by an Actress in a Supporting Role in any Motion Picture,Michelle Williams,Brokeback Mountain,FALSE
2006,Best Director - Motion Picture,Martin Scorsese,"Departed, The",TRUE
2006,Best Director - Motion Picture,Clint Eastwood,Flags of Our Fathers,FALSE
2006,Best Director - Motion Picture,Clint Eastwood,Letters from Iwo Jima,FALSE
2006,Best Director - Motion Picture,Stephen Frears,"Queen, The",FALSE
2006,Best Director - Motion Picture,Alejandro González Iñárritu,Babel,FALSE
2006,Best Motion Picture - Drama,Alejandro González Iñárritu,Babel,TRUE
2006,Best Motion Picture - Drama,Emilio Estevez,Bobby,FALSE
2006,Best Motion Picture - Drama,Martin Scorsese,"Departed, The",FALSE
2006,Best Motion Picture - Drama,Todd Field,Little Children,FALSE
2006,Best Motion Picture - Drama,Stephen Frears,"Queen, The",FALSE
2006,Best Motion Picture - Musical or Comedy,Bill Condon,Dreamgirls,TRUE
2006,Best Motion Picture - Musical or Comedy,David Frankel,"Devil Wears Prada, The",FALSE
2006,Best Motion Picture - Musical or Comedy,Jonathan Dayton and Valerie Faris,Little Miss Sunshine,FALSE
2006,Best Motion Picture - Musical or Comedy,Jason Reitman,Thank You For Smoking,FALSE
2006,Best Motion Picture - Musical or Comedy,Borat: Cultural Learnings Of America For Make Benefit Glorious Nation Of Kazakhstan,,FALSE
2006,Best Performance by an Actor in a Motion Picture - Drama,Forest Whitaker,"Last King of Scotland, The",TRUE
2006,Best Performance by an Actor in a Motion Picture - Drama,Leonardo DiCaprio,Blood Diamond,FALSE
2006,Best Performance by an Actor in a Motion Picture - Drama,Leonardo DiCaprio,"Departed, The",FALSE
2006,Best Performance by an Actor in a Motion Picture - Drama,Peter O'Toole,Venus,FALSE
2006,Best Performance by an Actor in a Motion Picture - Drama,Will Smith,The Pursuit of Happyness,FALSE
2006,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Sacha Baron Cohen,Borat,TRUE
2006,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Johnny Depp,Pirates of the Caribbean: Dead Man's Chest,FALSE
2006,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Aaron Eckhart,Thank You For Smoking,FALSE
2006,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Chiwetel Ejiofor,Kinky Boots,FALSE
2006,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Will Ferrell,Stranger Than Fiction,FALSE
2006,Best Performance by an Actor in a Supporting Role in any Motion Picture,Eddie Murphy,Dreamgirls,TRUE
2006,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jack Nicholson,"Departed, The",FALSE
2006,Best Performance by an Actor in a Supporting Role in any Motion Picture,Brad Pitt,Babel,FALSE
2006,Best Performance by an Actor in a Supporting Role in any Motion Picture,Mark Wahlberg,"Departed, The",FALSE
2006,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ben Affleck,Hollywoodland,FALSE
2006,Best Performance by an Actress in a Motion Picture - Drama,Helen Mirren,"Queen, The",TRUE
2006,Best Performance by an Actress in a Motion Picture - Drama,Judi Dench,Notes On a Scandal,FALSE
2006,Best Performance by an Actress in a Motion Picture - Drama,Maggie Gyllenhaal,Sherrybaby,FALSE
2006,Best Performance by an Actress in a Motion Picture - Drama,Kate Winslet,Little Children,FALSE
2006,Best Performance by an Actress in a Motion Picture - Drama,Penélope Cruz,Volver,FALSE
2006,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Meryl Streep,"Devil Wears Prada, The",TRUE
