Year,Category,Full Name,Movie,Win
2006,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Annette Bening,Running With Scissors,FALSE
2006,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Toni Collette,Little Miss Sunshine,FALSE
2006,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Beyoncé,Dreamgirls,FALSE
2006,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Renée Zellweger,Miss Potter,FALSE
2006,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jennifer Hudson,Dreamgirls,TRUE
2006,Best Performance by an Actress in a Supporting Role in any Motion Picture,Adriana Barraza,Babel,FALSE
2006,Best Performance by an Actress in a Supporting Role in any Motion Picture,Cate Blanchett,Notes On a Scandal,FALSE
2006,Best Performance by an Actress in a Supporting Role in any Motion Picture,Emily Blunt,"Devil Wears Prada, The",FALSE
2006,Best Performance by an Actress in a Supporting Role in any Motion Picture,Rinko Kikuchi,Babel,FALSE
2007,Best Director - Motion Picture,Julian Schnabel,The Diving Bell and the Butterfly,TRUE
2007,Best Director - Motion Picture,Ridley Scott,American Gangster,FALSE
2007,Best Director - Motion Picture,Joe Wright,Atonement,FALSE
2007,Best Director - Motion Picture,Tim Burton,Sweeney Todd: The Demon Barber of Fleet Street,FALSE
2007,Best Director - Motion Picture,Ethan Coen and Joel Coen,No Country for Old Men,FALSE
2007,Best Motion Picture - Drama,Joe Wright,Atonement,TRUE
2007,Best Motion Picture - Drama,Tony Gilroy,Michael Clayton,FALSE
2007,Best Motion Picture - Drama,Ethan Coen and Joel Coen,No Country for Old Men,FALSE
2007,Best Motion Picture - Drama,Paul Thomas Anderson,There Will Be Blood,FALSE
2007,Best Motion Picture - Drama,Ridley Scott,American Gangster,FALSE
2007,Best Motion Picture - Drama,David Cronenberg,Eastern Promises,FALSE
2007,Best Motion Picture - Drama,Denzel Washington,"Great Debaters, The",FALSE
2007,Best Motion Picture - Musical or Comedy,Tim Burton,Sweeney Todd: The Demon Barber of Fleet Street,TRUE
2007,Best Motion Picture - Musical or Comedy,Julie Taymor,Across The Universe,FALSE
2007,Best Motion Picture - Musical or Comedy,Mike Nichols,Charlie Wilson's War,FALSE
2007,Best Motion Picture - Musical or Comedy,Adam Shankman,Hairspray,FALSE
2007,Best Motion Picture - Musical or Comedy,Jason Reitman,Juno,FALSE
2007,Best Performance by an Actor in a Motion Picture - Drama,Daniel Day-Lewis,There Will Be Blood,TRUE
2007,Best Performance by an Actor in a Motion Picture - Drama,Denzel Washington,American Gangster,FALSE
2007,Best Performance by an Actor in a Motion Picture - Drama,George Clooney,Michael Clayton,FALSE
2007,Best Performance by an Actor in a Motion Picture - Drama,James McAvoy,Atonement,FALSE
2007,Best Performance by an Actor in a Motion Picture - Drama,Viggo Mortensen,Eastern Promises,FALSE
2007,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Johnny Depp,Sweeney Todd: The Demon Barber of Fleet Street,TRUE
2007,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Ryan Gosling,Lars and the Real Girl,FALSE
2007,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Tom Hanks,Charlie Wilson's War,FALSE
2007,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Philip Seymour Hoffman,"Savages, The",FALSE
2007,Best Performance by an Actor in a Motion Picture - Musical or Comedy,John C. Reilly,Walk Hard: The Dewey Cox Story,FALSE
2007,Best Performance by an Actor in a Supporting Role in any Motion Picture,Javier Bardem,No Country for Old Men,TRUE
2007,Best Performance by an Actor in a Supporting Role in any Motion Picture,Casey Affleck,"Assassination of Jesse James by the Coward Robert Ford, The",FALSE
2007,Best Performance by an Actor in a Supporting Role in any Motion Picture,Philip Seymour Hoffman,Charlie Wilson's War,FALSE
2007,Best Performance by an Actor in a Supporting Role in any Motion Picture,John Travolta,Hairspray,FALSE
2007,Best Performance by an Actor in a Supporting Role in any Motion Picture,Tom Wilkinson,Michael Clayton,FALSE
2007,Best Performance by an Actress in a Motion Picture - Drama,Julie Christie,Away From Her,TRUE
2007,Best Performance by an Actress in a Motion Picture - Drama,Cate Blanchett,Elizabeth:  The Golden Age,FALSE
2007,Best Performance by an Actress in a Motion Picture - Drama,Jodie Foster,"Brave One, The",FALSE
2007,Best Performance by an Actress in a Motion Picture - Drama,Angelina Jolie,"Mighty Heart, A",FALSE
2007,Best Performance by an Actress in a Motion Picture - Drama,Keira Knightley,Atonement,FALSE
2007,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Marion Cotillard,La Vie En Rose,TRUE
2007,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Nikki Blonsky,Hairspray,FALSE
2007,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Amy Adams,Enchanted,FALSE
2007,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Helena Bonham Carter,Sweeney Todd: The Demon Barber of Fleet Street,FALSE
2007,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Ellen Page,Juno,FALSE
2007,Best Performance by an Actress in a Supporting Role in any Motion Picture,Cate Blanchett,I'm Not There,TRUE
2007,Best Performance by an Actress in a Supporting Role in any Motion Picture,Julia Roberts,Charlie Wilson's War,FALSE
2007,Best Performance by an Actress in a Supporting Role in any Motion Picture,Saoirse Ronan,Atonement,FALSE
2007,Best Performance by an Actress in a Supporting Role in any Motion Picture,Amy Ryan,Gone Baby Gone,FALSE
2007,Best Performance by an Actress in a Supporting Role in any Motion Picture,Tilda Swinton,Michael Clayton,FALSE
2008,Best Director - Motion Picture,Danny Boyle,Slumdog Millionaire,TRUE
2008,Best Director - Motion Picture,Stephen Daldry,"Reader, The",FALSE
2008,Best Director - Motion Picture,David Fincher,The Curious Case of Benjamin Button,FALSE
2008,Best Director - Motion Picture,Ron Howard,Frost/Nixon,FALSE
2008,Best Director - Motion Picture,Sam Mendes,Revolutionary Road,FALSE
2008,Best Motion Picture - Drama,Danny Boyle,Slumdog Millionaire,TRUE
2008,Best Motion Picture - Drama,David Fincher,The Curious Case of Benjamin Button,FALSE
2008,Best Motion Picture - Drama,Ron Howard,Frost/Nixon,FALSE
2008,Best Motion Picture - Drama,Stephen Daldry,"Reader, The",FALSE
2008,Best Motion Picture - Drama,Sam Mendes,Revolutionary Road,FALSE
2008,Best Motion Picture - Musical or Comedy,Woody Allen,Vicky Cristina Barcelona,TRUE
2008,Best Motion Picture - Musical or Comedy,Ethan Coen and Joel Coen,Burn After Reading,FALSE
2008,Best Motion Picture - Musical or Comedy,Mike Leigh,Happy-Go-Lucky,FALSE
2008,Best Motion Picture - Musical or Comedy,Martin McDonagh,In Bruges,FALSE
2008,Best Motion Picture - Musical or Comedy,Phyllida Lloyd,Mamma Mia!,FALSE
2008,Best Performance by an Actor in a Motion Picture - Drama,Mickey Rourke,The Wrestler,TRUE
2008,Best Performance by an Actor in a Motion Picture - Drama,Brad Pitt,The Curious Case of Benjamin Button,FALSE
2008,Best Performance by an Actor in a Motion Picture - Drama,Leonardo DiCaprio,Revolutionary Road,FALSE
2008,Best Performance by an Actor in a Motion Picture - Drama,Frank Langella,Frost/Nixon,FALSE
2008,Best Performance by an Actor in a Motion Picture - Drama,Sean Penn,Milk,FALSE
2008,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Colin Farrell,In Bruges,TRUE
2008,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Javier Bardem,Vicky Cristina Barcelona,FALSE
2008,Best Performance by an Actor in a Motion Picture - Musical or Comedy,James Franco,Pineapple Express,FALSE
2008,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Brendan Gleeson,In Bruges,FALSE
2008,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Dustin Hoffman,Last Chance Harvey,FALSE
2008,Best Performance by an Actor in a Supporting Role in any Motion Picture,Heath Ledger,"Dark Knight, The",TRUE
2008,Best Performance by an Actor in a Supporting Role in any Motion Picture,Tom Cruise,Tropic Thunder,FALSE
2008,Best Performance by an Actor in a Supporting Role in any Motion Picture,Robert Downey Jr.,Tropic Thunder,FALSE
2008,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ralph Fiennes,"Duchess, The",FALSE
2008,Best Performance by an Actor in a Supporting Role in any Motion Picture,Philip Seymour Hoffman,Doubt,FALSE
2008,Best Performance by an Actress in a Motion Picture - Drama,Kate Winslet,Revolutionary Road,TRUE
2008,Best Performance by an Actress in a Motion Picture - Drama,Meryl Streep,Doubt,FALSE
2008,Best Performance by an Actress in a Motion Picture - Drama,Anne Hathaway,Rachel Getting Married,FALSE
2008,Best Performance by an Actress in a Motion Picture - Drama,Angelina Jolie,Changeling,FALSE
2008,Best Performance by an Actress in a Motion Picture - Drama,Kristin Scott Thomas,I've Loved You So Long,FALSE
2008,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Sally Hawkins,Happy-Go-Lucky,TRUE
2008,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Rebecca Hall,Vicky Cristina Barcelona,FALSE
2008,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Frances McDormand,Burn After Reading,FALSE
2008,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Meryl Streep,Mamma Mia!,FALSE
2008,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emma Thompson,Last Chance Harvey,FALSE
2008,Best Performance by an Actress in a Supporting Role in any Motion Picture,Kate Winslet,"Reader, The",TRUE
2008,Best Performance by an Actress in a Supporting Role in any Motion Picture,Penélope Cruz,Vicky Cristina Barcelona,FALSE
2008,Best Performance by an Actress in a Supporting Role in any Motion Picture,Viola Davis,Doubt,FALSE
2008,Best Performance by an Actress in a Supporting Role in any Motion Picture,Marisa Tomei,The Wrestler,FALSE
2008,Best Performance by an Actress in a Supporting Role in any Motion Picture,Amy Adams,Doubt,FALSE
2009,Best Director - Motion Picture,James Cameron,Avatar,TRUE
2009,Best Director - Motion Picture,Kathryn Bigelow,"Hurt Locker, The",FALSE
2009,Best Director - Motion Picture,Jason Reitman,Up In The Air,FALSE
2009,Best Director - Motion Picture,Quentin Tarantino,Inglourious Basterds,FALSE
2009,Best Director - Motion Picture,Clint Eastwood,Invictus,FALSE
2009,Best Motion Picture - Drama,James Cameron,Avatar,TRUE
2009,Best Motion Picture - Drama,Kathryn Bigelow,"Hurt Locker, The",FALSE
2009,Best Motion Picture - Drama,Quentin Tarantino,Inglourious Basterds,FALSE
2009,Best Motion Picture - Drama,Lee Daniels,Precious: Based On The Novel Push By Sapphire,FALSE
2009,Best Motion Picture - Drama,Jason Reitman,Up In The Air,FALSE
2009,Best Motion Picture - Musical or Comedy,Todd Phillips,"Hangover, The",TRUE
2009,Best Motion Picture - Musical or Comedy,Marc Webb,(500) Days of Summer,FALSE
2009,Best Motion Picture - Musical or Comedy,Nancy Meyers,It's Complicated,FALSE
2009,Best Motion Picture - Musical or Comedy,Nora Ephron,Julie & Julia,FALSE
2009,Best Motion Picture - Musical or Comedy,Rob Marshall,Nine,FALSE
2009,Best Performance by an Actor in a Motion Picture - Drama,Jeff Bridges,Crazy Heart,TRUE
2009,Best Performance by an Actor in a Motion Picture - Drama,George Clooney,Up In The Air,FALSE
2009,Best Performance by an Actor in a Motion Picture - Drama,Colin Firth,A Single Man,FALSE
2009,Best Performance by an Actor in a Motion Picture - Drama,Morgan Freeman,Invictus,FALSE
2009,Best Performance by an Actor in a Motion Picture - Drama,Tobey Maguire,Brothers,FALSE
2009,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Robert Downey Jr.,Sherlock Holmes,TRUE
2009,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Matt Damon,The Informant!,FALSE
2009,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Daniel Day-Lewis,Nine,FALSE
2009,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Joseph Gordon-Levitt,(500) Days of Summer,FALSE
2009,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Michael Stuhlbarg,"Serious Man, A",FALSE
2009,Best Performance by an Actor in a Supporting Role in any Motion Picture,Christoph Waltz,Inglourious Basterds,TRUE
2009,Best Performance by an Actor in a Supporting Role in any Motion Picture,Matt Damon,Invictus,FALSE
2009,Best Performance by an Actor in a Supporting Role in any Motion Picture,Woody Harrelson,"Messenger, The",FALSE
2009,Best Performance by an Actor in a Supporting Role in any Motion Picture,Christopher Plummer,"Last Station, The",FALSE
2009,Best Performance by an Actor in a Supporting Role in any Motion Picture,Stanley Tucci,"Lovely Bones, The",FALSE
2009,Best Performance by an Actress in a Motion Picture - Drama,Sandra Bullock,"Blind Side, The",TRUE
2009,Best Performance by an Actress in a Motion Picture - Drama,Emily Blunt,"Young Victoria, The",FALSE
2009,Best Performance by an Actress in a Motion Picture - Drama,Helen Mirren,"Last Station, The",FALSE
2009,Best Performance by an Actress in a Motion Picture - Drama,Carey Mulligan,"Education, An",FALSE
2009,Best Performance by an Actress in a Motion Picture - Drama,Gabourey Sidibe,Precious: Based On The Novel Push By Sapphire,FALSE
2009,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Meryl Streep,Julie & Julia,TRUE
2009,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Sandra Bullock,"Proposal, The",FALSE
2009,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Marion Cotillard,Nine,FALSE
2009,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Julia Roberts,Duplicity,FALSE
2009,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Meryl Streep,It's Complicated,FALSE
2009,Best Performance by an Actress in a Supporting Role in any Motion Picture,Mo'Nique,Precious: Based On The Novel Push By Sapphire,TRUE
2009,Best Performance by an Actress in a Supporting Role in any Motion Picture,Vera Farmiga,Up In The Air,FALSE
2009,Best Performance by an Actress in a Supporting Role in any Motion Picture,Anna Kendrick,Up In The Air,FALSE
2009,Best Performance by an Actress in a Supporting Role in any Motion Picture,Julianne Moore,A Single Man,FALSE
2009,Best Performance by an Actress in a Supporting Role in any Motion Picture,Penélope Cruz,Nine,FALSE
2010,Best Director - Motion Picture,David Fincher,The Social Network,TRUE
2010,Best Director - Motion Picture,Darren Aronofsky,Black Swan,FALSE
2010,Best Director - Motion Picture,Tom Hooper,The King's Speech,FALSE
2010,Best Director - Motion Picture,Christopher Nolan,Inception,FALSE
2010,Best Director - Motion Picture,David O. Russell,"Fighter, The",FALSE
2010,Best Motion Picture - Drama,David Fincher,The Social Network,TRUE
2010,Best Motion Picture - Drama,Darren Aronofsky,Black Swan,FALSE
2010,Best Motion Picture - Drama,David O. Russell,"Fighter, The",FALSE
2010,Best Motion Picture - Drama,Christopher Nolan,Inception,FALSE
2010,Best Motion Picture - Drama,Tom Hooper,The King's Speech,FALSE
2010,Best Motion Picture - Musical or Comedy,Lisa Cholodenko,"Kids Are All Right, The",TRUE
2010,Best Motion Picture - Musical or Comedy,Tim Burton,Alice in Wonderland,FALSE
2010,Best Motion Picture - Musical or Comedy,Steve Antin,Burlesque,FALSE
2010,Best Motion Picture - Musical or Comedy,Robert Schwentke,Red,FALSE
2010,Best Motion Picture - Musical or Comedy,Florian Henckel von Donnersmarck,"Tourist, The",FALSE
2010,Best Performance by an Actor in a Motion Picture - Drama,Colin Firth,The King's Speech,TRUE
2010,Best Performance by an Actor in a Motion Picture - Drama,Ryan Gosling,Blue Valentine,FALSE
2010,Best Performance by an Actor in a Motion Picture - Drama,Mark Wahlberg,"Fighter, The",FALSE
2010,Best Performance by an Actor in a Motion Picture - Drama,Jesse Eisenberg,The Social Network,FALSE
2010,Best Performance by an Actor in a Motion Picture - Drama,James Franco,127 Hours,FALSE
2010,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Paul Giamatti,Barney's Version,TRUE
2010,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Johnny Depp,Alice in Wonderland,FALSE
2010,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Johnny Depp,"Tourist, The",FALSE
2010,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jake Gyllenhaal,Love & Other Drugs,FALSE
2010,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Kevin Spacey,Casino Jack,FALSE
2010,Best Performance by an Actor in a Supporting Role in any Motion Picture,Christian Bale,"Fighter, The",TRUE
2010,Best Performance by an Actor in a Supporting Role in any Motion Picture,Michael Douglas,Wall Street: Money Never Sleeps,FALSE
2010,Best Performance by an Actor in a Supporting Role in any Motion Picture,Andrew Garfield,The Social Network,FALSE
2010,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jeremy Renner,"Town, The",FALSE
2010,Best Performance by an Actor in a Supporting Role in any Motion Picture,Geoffrey Rush,The King's Speech,FALSE
2010,Best Performance by an Actress in a Motion Picture - Drama,Natalie Portman,Black Swan,TRUE
2010,Best Performance by an Actress in a Motion Picture - Drama,Halle Berry,Frankie and Alice,FALSE
2010,Best Performance by an Actress in a Motion Picture - Drama,Nicole Kidman,Rabbit Hole,FALSE
2010,Best Performance by an Actress in a Motion Picture - Drama,Jennifer Lawrence,Winter's Bone,FALSE
2010,Best Performance by an Actress in a Motion Picture - Drama,Michelle Williams,Blue Valentine,FALSE
2010,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Annette Bening,"Kids Are All Right, The",TRUE
2010,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Anne Hathaway,Love & Other Drugs,FALSE
2010,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Angelina Jolie,"Tourist, The",FALSE
2010,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Julianne Moore,"Kids Are All Right, The",FALSE
2010,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emma Stone,Easy A,FALSE
2010,Best Performance by an Actress in a Supporting Role in any Motion Picture,Melissa Leo,"Fighter, The",TRUE
2010,Best Performance by an Actress in a Supporting Role in any Motion Picture,Helena Bonham Carter,The King's Speech,FALSE
2010,Best Performance by an Actress in a Supporting Role in any Motion Picture,Mila Kunis,Black Swan,FALSE
2010,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jacki Weaver,Animal Kingdom,FALSE
2010,Best Performance by an Actress in a Supporting Role in any Motion Picture,Amy Adams,"Fighter, The",FALSE
2011,Best Director - Motion Picture,Martin Scorsese,Hugo,TRUE
2011,Best Director - Motion Picture,Alexander Payne,"Descendants, The",FALSE
2011,Best Director - Motion Picture,Woody Allen,Midnight In Paris,FALSE
2011,Best Director - Motion Picture,George Clooney,"Ides of March, The",FALSE
2011,Best Director - Motion Picture,Michel Hazanavicius,The Artist,FALSE
2011,Best Motion Picture - Drama,Alexander Payne,"Descendants, The",TRUE
2011,Best Motion Picture - Drama,Bennett Miller,Moneyball,FALSE
2011,Best Motion Picture - Drama,Steven Spielberg,War Horse,FALSE
2011,Best Motion Picture - Drama,Tate Taylor,The Help,FALSE
2011,Best Motion Picture - Drama,Martin Scorsese,Hugo,FALSE
2011,Best Motion Picture - Drama,George Clooney,"Ides of March, The",FALSE
2011,Best Motion Picture - Musical or Comedy,Michel Hazanavicius,The Artist,TRUE
2011,Best Motion Picture - Musical or Comedy,Jonathan Levine,50/50,FALSE
2011,Best Motion Picture - Musical or Comedy,Paul Feig,Bridesmaids,FALSE
2011,Best Motion Picture - Musical or Comedy,Woody Allen,Midnight In Paris,FALSE
2011,Best Motion Picture - Musical or Comedy,Simon Curtis,My Week With Marilyn,FALSE
2011,Best Performance by an Actor in a Motion Picture - Drama,George Clooney,"Descendants, The",TRUE
2011,Best Performance by an Actor in a Motion Picture - Drama,Ryan Gosling,"Ides of March, The",FALSE
2011,Best Performance by an Actor in a Motion Picture - Drama,Brad Pitt,Moneyball,FALSE
2011,Best Performance by an Actor in a Motion Picture - Drama,Leonardo DiCaprio,J. Edgar,FALSE
2011,Best Performance by an Actor in a Motion Picture - Drama,Michael Fassbender,Shame,FALSE
2011,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jean Dujardin,The Artist,TRUE
2011,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Brendan Gleeson,"Guard, The",FALSE
2011,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Joseph Gordon-Levitt,50/50,FALSE
2011,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Ryan Gosling,"Crazy, Stupid, Love.",FALSE
2011,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Owen Wilson,Midnight In Paris,FALSE
2011,Best Performance by an Actor in a Supporting Role in any Motion Picture,Christopher Plummer,Beginners,TRUE
2011,Best Performance by an Actor in a Supporting Role in any Motion Picture,Albert Brooks,Drive,FALSE
2011,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jonah Hill,Moneyball,FALSE
2011,Best Performance by an Actor in a Supporting Role in any Motion Picture,Viggo Mortensen,"Dangerous Method, A",FALSE
2011,Best Performance by an Actor in a Supporting Role in any Motion Picture,Kenneth Branagh,My Week With Marilyn,FALSE
2011,Best Performance by an Actress in a Motion Picture - Drama,Meryl Streep,"Iron Lady, The",TRUE
2011,Best Performance by an Actress in a Motion Picture - Drama,Glenn Close,Albert Nobbs,FALSE
2011,Best Performance by an Actress in a Motion Picture - Drama,Viola Davis,The Help,FALSE
2011,Best Performance by an Actress in a Motion Picture - Drama,Rooney Mara,The Girl With The Dragon Tattoo,FALSE
2011,Best Performance by an Actress in a Motion Picture - Drama,Tilda Swinton,We Need To Talk About Kevin,FALSE
2011,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Michelle Williams,My Week With Marilyn,TRUE
2011,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Jodie Foster,Carnage,FALSE
2011,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Charlize Theron,Young Adult,FALSE
2011,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Kristen Wiig,Bridesmaids,FALSE
2011,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Kate Winslet,Carnage,FALSE
2011,Best Performance by an Actress in a Supporting Role in any Motion Picture,Octavia Spencer,The Help,TRUE
2011,Best Performance by an Actress in a Supporting Role in any Motion Picture,Bérénice Bejo,The Artist,FALSE
2011,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jessica Chastain,The Help,FALSE
2011,Best Performance by an Actress in a Supporting Role in any Motion Picture,Janet McTeer,Albert Nobbs,FALSE
2011,Best Performance by an Actress in a Supporting Role in any Motion Picture,Shailene Woodley,"Descendants, The",FALSE
2012,Best Director - Motion Picture,Ben Affleck,Argo,TRUE
2012,Best Director - Motion Picture,Ang Lee,Life of Pi,FALSE
2012,Best Director - Motion Picture,Steven Spielberg,Lincoln,FALSE
2012,Best Director - Motion Picture,Kathryn Bigelow,Zero Dark Thirty,FALSE
2012,Best Director - Motion Picture,Quentin Tarantino,Django Unchained,FALSE
2012,Best Motion Picture - Drama,Ben Affleck,Argo,TRUE
2012,Best Motion Picture - Drama,Ang Lee,Life of Pi,FALSE
2012,Best Motion Picture - Drama,Steven Spielberg,Lincoln,FALSE
2012,Best Motion Picture - Drama,Kathryn Bigelow,Zero Dark Thirty,FALSE
2012,Best Motion Picture - Drama,Quentin Tarantino,Django Unchained,FALSE
2012,Best Motion Picture - Musical or Comedy,Tom Hooper,Les Misérables,TRUE
2012,Best Motion Picture - Musical or Comedy,John Madden,"Best Exotic Marigold Hotel, The",FALSE
2012,Best Motion Picture - Musical or Comedy,Wes Anderson,Moonrise Kingdom,FALSE
2012,Best Motion Picture - Musical or Comedy,Lasse Hallström,Salmon Fishing in the Yemen,FALSE
2012,Best Motion Picture - Musical or Comedy,David O. Russell,Silver Linings Playbook,FALSE
2012,Best Performance by an Actor in a Motion Picture - Drama,Daniel Day-Lewis,Lincoln,TRUE
2012,Best Performance by an Actor in a Motion Picture - Drama,Richard Gere,Arbitrage,FALSE
2012,Best Performance by an Actor in a Motion Picture - Drama,Joaquin Phoenix,"Master, The",FALSE
2012,Best Performance by an Actor in a Motion Picture - Drama,Denzel Washington,Flight,FALSE
2012,Best Performance by an Actor in a Motion Picture - Drama,John Hawkes,"Sessions, The",FALSE
2012,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Hugh Jackman,Les Misérables,TRUE
2012,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Bill Murray,Hyde Park on Hudson,FALSE
2012,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Bradley Cooper,Silver Linings Playbook,FALSE
2012,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jack Black,Bernie,FALSE
2012,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Ewan McGregor,Salmon Fishing in the Yemen,FALSE
2012,Best Performance by an Actor in a Supporting Role in any Motion Picture,Christoph Waltz,Django Unchained,TRUE
2012,Best Performance by an Actor in a Supporting Role in any Motion Picture,Philip Seymour Hoffman,"Master, The",FALSE
2012,Best Performance by an Actor in a Supporting Role in any Motion Picture,Alan Arkin,Argo,FALSE
2012,Best Performance by an Actor in a Supporting Role in any Motion Picture,Leonardo DiCaprio,Django Unchained,FALSE
2012,Best Performance by an Actor in a Supporting Role in any Motion Picture,Tommy Lee Jones,Lincoln,FALSE
2012,Best Performance by an Actress in a Motion Picture - Drama,Jessica Chastain,Zero Dark Thirty,TRUE
2012,Best Performance by an Actress in a Motion Picture - Drama,Marion Cotillard,Rust and Bone,FALSE
2012,Best Performance by an Actress in a Motion Picture - Drama,Helen Mirren,Hitchcock,FALSE
2012,Best Performance by an Actress in a Motion Picture - Drama,Naomi Watts,"Impossible, The",FALSE
2012,Best Performance by an Actress in a Motion Picture - Drama,Rachel Weisz,"Deep Blue Sea, The",FALSE
2012,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Jennifer Lawrence,Silver Linings Playbook,TRUE
2012,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emily Blunt,Salmon Fishing in the Yemen,FALSE
2012,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Judi Dench,"Best Exotic Marigold Hotel, The",FALSE
2012,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Maggie Smith,Quartet,FALSE
2012,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Meryl Streep,Hope Springs,FALSE
2012,Best Performance by an Actress in a Supporting Role in any Motion Picture,Anne Hathaway,Les Misérables,TRUE
2012,Best Performance by an Actress in a Supporting Role in any Motion Picture,Amy Adams,"Master, The",FALSE
2012,Best Performance by an Actress in a Supporting Role in any Motion Picture,Helen Hunt,"Sessions, The",FALSE
2012,Best Performance by an Actress in a Supporting Role in any Motion Picture,Nicole Kidman,"Paperboy, The",FALSE
2012,Best Performance by an Actress in a Supporting Role in any Motion Picture,Sally Field,Lincoln,FALSE
2013,Best Director - Motion Picture,Alfonso Cuarón,Gravity,TRUE
2013,Best Director - Motion Picture,Steve McQueen,12 Years a Slave,FALSE
2013,Best Director - Motion Picture,Paul Greengrass,Captain Phillips,FALSE
2013,Best Director - Motion Picture,David O. Russell,American Hustle,FALSE
2013,Best Director - Motion Picture,Alexander Payne,Nebraska,FALSE
2013,Best Motion Picture - Drama,Steve McQueen,12 Years a Slave,TRUE
2013,Best Motion Picture - Drama,Paul Greengrass,Captain Phillips,FALSE
2013,Best Motion Picture - Drama,Alfonso Cuarón,Gravity,FALSE
2013,Best Motion Picture - Drama,Stephen Frears,Philomena,FALSE
2013,Best Motion Picture - Drama,Ron Howard,Rush,FALSE
2013,Best Motion Picture - Musical or Comedy,David O. Russell,American Hustle,TRUE
2013,Best Motion Picture - Musical or Comedy,Alexander Payne,Nebraska,FALSE
2013,Best Motion Picture - Musical or Comedy,Ethan Coen and Joel Coen,Inside Llewyn Davis,FALSE
2013,Best Motion Picture - Musical or Comedy,Spike Jonze,Her,FALSE
2013,Best Motion Picture - Musical or Comedy,Martin Scorsese,"Wolf of Wall Street, The",FALSE
2013,Best Performance by an Actor in a Motion Picture - Drama,Matthew McConaughey,Dallas Buyers Club,TRUE
